paper_id,title,strata,keywords,pscore,treatment,AVG_rating,conf_year,transformed_keywords
H1eLE8qlx,Options Discovery with Budgeted Reinforcement Learning,3,"[""Reinforcement Learning""]",0.4406888155822865,1,4.5,2017, reinforcement_learning
H1fl8S9ee,Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,3,"[""Deep learning"", ""Reinforcement Learning""]",0.49520057762181546,1,6.666666666666667,2017, deep_learning reinforcement_learning
H1hoFU9xe,Generative Adversarial Networks for Image Steganography,3,"[""Computer vision"", ""Deep learning"", ""Unsupervised Learning"", ""Applications"", ""Supervised Learning""]",0.41295345050592935,1,5.0,2017, computer_vision deep_learning unsupervised_learning applications supervised_learning
H1kG7GZAW,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,3,"[""disentangled representations"", ""variational inference""]",0.4667183209195617,0,6.666666666666667,2018, disentangled_representations variational_inference
H1kMMmb0-,Sequential Coordination of Deep Models for Learning Visual Arithmetic,3,"[""reinforcement learning"", ""pretrained"", ""deep learning"", ""perception"", ""algorithmic""]",0.5354712430834738,0,3.0,2018, reinforcement_learning pretrained deep_learning perception algorithmic
H1kjdOYlx,Modular Multitask Reinforcement Learning with Policy Sketches,3,"[""Reinforcement Learning"", ""Transfer Learning""]",0.4687510371122916,1,4.0,2017, reinforcement_learning transfer_learning
H1l8sz-AW,Improving generalization by regularizing in $L^2$ function space,3,"[""natural gradient"", ""generalization"", ""optimization"", ""function space"", ""Hilbert""]",0.4843282965703346,0,5.0,2018, natural_gradient generalization optimization function_space hilbert
H1mCp-ZRZ,Action-dependent Control Variates for Policy Optimization via Stein Identity,2,"[""reinforcement learning"", ""control variates"", ""sample efficiency"", ""variance reduction""]",0.3459489568928966,0,7.0,2018, reinforcement_learning control_variates sample_efficiency variance_reduction
H1meywxRW,DCN+: Mixed Objective And Deep Residual Coattention for Question Answering,3,"[""question answering"", ""deep learning"", ""natural language processing"", ""reinforcement learning""]",0.49760788612112494,0,7.0,2018, question_answering deep_learning natural_language_processing reinforcement_learning
H1oRQDqlg,Learning to Draw Samples: With Application to Amortized MLE for Generative Adversarial Learning,3,"[""Unsupervised Learning""]",0.41207529861408554,1,4.0,2017, unsupervised_learning
H1oyRlYgg,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,3,"[""Deep learning"", ""Optimization""]",0.48185049178895184,1,8.0,2017, deep_learning optimization
H1pri9vTZ,Deep Function Machines: Generalized Neural Networks for Topological Layer Expression,3,"[""deep learning theory"", ""infinite neural networks"", ""topology""]",0.5449628263080898,0,4.666666666666667,2018, deep_learning_theory infinite_neural_networks topology
H1q-TM-AW,A DIRT-T Approach to Unsupervised Domain Adaptation,3,"[""domain adaptation"", ""unsupervised learning"", ""semi-supervised learning""]",0.43427025318860385,0,7.333333333333333,2018, domain_adaptation unsupervised_learning semi_supervised_learning
H1rRWl-Cb,An information-theoretic analysis of deep latent-variable models,3,"[""information theory"", ""generative models"", ""latent variable models"", ""variational autoencoders""]",0.4559198304769089,0,5.666666666666667,2018, information_theory generative_models latent_variable_models variational_autoencoders
H1sUHgb0Z,Learning From Noisy Singly-labeled Data,3,"[""crowdsourcing"", ""noisy annotations"", ""deep leaerning""]",0.4954426652959915,0,6.666666666666667,2018, crowdsourcing noisy_annotations deep_leaerning
H1srNebAZ,Discovering the mechanics of hidden neurons,3,"[""deep learning"", ""experimental analysis"", ""hidden neurons""]",0.5340519594592764,0,5.333333333333333,2018, deep_learning experimental_analysis hidden_neurons
H1tSsb-AW,Variance Reduction for Policy Gradient with Action-Dependent Factorized Baselines,2,"[""reinforcement learning"", ""policy gradient"", ""variance reduction"", ""baseline"", ""control variates""]",0.3958921272623448,0,7.0,2018, reinforcement_learning policy_gradient variance_reduction baseline control_variates
H1u8fMW0b,Toward predictive machine learning for active vision,3,"[""active inference"", ""predictive coding"", ""motor control""]",0.5723810750026402,0,3.6666666666666665,2018, active_inference predictive_coding motor_control
H1uP7ebAW,Learning to diagnose from scratch by exploiting dependencies among labels,3,"[""medical diagnosis"", ""medical imaging"", ""multi-label classification""]",0.5491386680493663,0,6.0,2018, medical_diagnosis medical_imaging multi_label_classification
H1uR4GZRZ,Stochastic Activation Pruning for Robust Adversarial Defense,3,[],0.41904433210089614,0,6.333333333333333,2018,
H1vCXOe0b,Interpreting Deep Classification Models With Bayesian Inference,3,[],0.5011739040534966,0,3.6666666666666665,2018,
H1vEXaxA-,Emergent Translation in Multi-Agent Communication,3,[],0.4528340998062035,0,6.666666666666667,2018,
H1wgawqxl,Nonparametrically Learning Activation Functions in Deep Neural Nets,3,[],0.4888130139024287,1,6.0,2017,
H1wt9x-RW,Interpretable and Pedagogical Examples,3,"[""machine teaching"", ""interpretability"", ""communication"", ""cognitive science""]",0.5707681204093009,0,6.666666666666667,2018, machine_teaching interpretability communication cognitive_science
H1xJjlbAZ,INTERPRETATION OF NEURAL NETWORK IS FRAGILE,3,"[""Adversarial Attack"", ""Interpretability"", ""Saliency Map"", ""Influence Function"", ""Robustness"", ""Machine Learning"", ""Deep Learning"", ""Neural Network""]",0.492179604355453,0,5.0,2018, adversarial_attack interpretability saliency_map influence_function robustness machine_learning deep_learning neural_network
H1zJ-v5xl,Quasi-Recurrent Neural Networks,3,"[""Natural language processing"", ""Deep learning""]",0.5832189500634991,1,6.666666666666667,2017, natural_language_processing deep_learning
H1zriGeCZ,Hyperparameter optimization: a spectral approach,3,"[""Hyperparameter Optimization"", ""Fourier Analysis"", ""Decision Tree"", ""Compressed Sensing""]",0.5187376832260279,0,7.0,2018, hyperparameter_optimization fourier_analysis decision_tree compressed_sensing
HJ0NvFzxl,Learning Graphical State Transitions,3,"[""Natural language processing"", ""Deep learning"", ""Supervised Learning"", ""Structured prediction""]",0.4885174193866751,1,8.333333333333334,2017, natural_language_processing deep_learning supervised_learning structured_prediction
HJ0UKP9ge,Bidirectional Attention Flow for Machine Comprehension,3,"[""Natural language processing"", ""Deep learning""]",0.55408526432341,1,7.666666666666667,2017, natural_language_processing deep_learning
HJ1HFlZAb,Evaluation of generative networks through their data augmentation capacity,3,"[""Generative models"", ""Evaluation of generative models"", ""Data Augmentation""]",0.4422493436102295,0,3.6666666666666665,2018, generative_models evaluation_of_generative_models data_augmentation
HJ1JBJ5gl,Representing inferential uncertainty in deep neural networks through sampling,3,"[""Deep learning"", ""Theory"", ""Applications""]",0.44533332923555063,1,4.333333333333333,2017, deep_learning theory applications
HJ1kmv9xx,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,3,"[""Computer vision"", ""Deep learning"", ""Unsupervised Learning""]",0.4754146618380591,1,6.333333333333333,2017, computer_vision deep_learning unsupervised_learning
HJ39YKiTb,Associative Conversation Model: Generating Visual Information from Textual Information,3,"[""conversation model"", ""multimodal embedding"", ""attention mechanism"", ""natural language processing"", ""encoder-decoder model""]",0.4966257068984139,0,3.3333333333333335,2018, conversation_model multimodal_embedding attention_mechanism natural_language_processing encoder_decoder_model
HJ3d2Ax0-,Benefits of Depth for Long-Term Memory of Recurrent Networks,3,"[""recurrent neural networks"", ""deep networks"", ""correlations"", ""long term memory"", ""tensor networks"", ""tensor analysis""]",0.5505261487993248,0,6.0,2018, recurrent_neural_networks deep_networks correlations long_term_memory tensor_networks tensor_analysis
HJ4IhxZAb,Meta-Learning Transferable Active Learning Policies by Deep Reinforcement Learning,3,"[""Active Learning"", ""Deep Reinforcement Learning""]",0.4592087124740023,0,6.333333333333333,2018, active_learning deep_reinforcement_learning
HJ5AUm-CZ,The Variational Homoencoder: Learning to Infer High-Capacity Generative Models from Few Examples,3,"[""generative models"", ""one-shot learning"", ""metalearning"", ""pixelcnn"", ""hierarchical bayesian"", ""omniglot""]",0.5012378090277516,0,6.0,2018, generative_models one_shot_learning metalearning pixelcnn hierarchical_bayesian omniglot
HJ5PIaseg,Towards an automatic Turing test: Learning to evaluate dialogue responses,3,"[""Natural language processing"", ""Applications""]",0.46254090529885095,1,5.333333333333333,2017, natural_language_processing applications
HJ6idTdgg,Pedestrian Detection Based On Fast R-CNN and Batch Normalization ,3,[],0.4865049453927039,1,2.75,2017,
HJ7O61Yxe,Modelling Relational Time Series using Gaussian Embeddings,3,"[""Applications"", ""Deep learning""]",0.5047484130618088,1,4.0,2017, applications deep_learning
HJ8W1Q-0Z,GATED FAST WEIGHTS FOR ASSOCIATIVE RETRIEVAL,3,"[""fast weights"", ""RNN"", ""associative retrieval"", ""time-varying variables""]",0.529340238162208,0,4.0,2018, fast_weights rnn associative_retrieval time_varying_variables
HJ94fqApW,Rethinking the Smaller-Norm-Less-Informative Assumption in Channel Pruning of Convolution Layers,3,"[""model pruning"", ""batch normalization"", ""convolutional neural network"", ""ISTA""]",0.4420767786318403,0,6.0,2018, model_pruning batch_normalization convolutional_neural_network ista
HJ9rLLcxg,Dataset Augmentation in Feature Space,3,"[""Unsupervised Learning""]",0.5362812288295571,1,5.666666666666667,2017, unsupervised_learning
HJBhEMbRb,A Spectral Approach to Generalization and Optimization in Neural Networks,3,"[""Generalization"", ""Neural Networks"", ""Fourier Analysis""]",0.4576668106967251,0,5.333333333333333,2018, generalization neural_networks fourier_analysis
HJC2SzZCW,Sensitivity and Generalization in Neural Networks: an Empirical Study,3,"[""generalization"", ""complexity"", ""experimental study"", ""linear regions"", ""Jacobian""]",0.4939591994065892,0,5.666666666666667,2018, generalization complexity experimental_study linear_regions jacobian
HJCXZQbAZ,Hierarchical Density Order Embeddings,3,"[""embeddings"", ""word embeddings"", ""probabilistic embeddings"", ""hierarchical representation"", ""probabilistic representation"", ""order embeddings"", ""wordnet"", ""hyperlex""]",0.4908494516464056,0,6.0,2018, embeddings word_embeddings probabilistic_embeddings hierarchical_representation probabilistic_representation order_embeddings wordnet hyperlex
HJDBUF5le,Towards a Neural Statistician,3,[],0.5100930197851996,1,7.333333333333333,2017,
HJDUjKeA-,Learning objects from pixels,3,"[""objects"", ""unsupervised"", ""reinforcement learning"", ""atari""]",0.5146560207669836,0,3.6666666666666665,2018, objects unsupervised reinforcement_learning atari
HJDV5YxCW,Heterogeneous Bitwidth Binarization in Convolutional Neural Networks,3,"[""Deep Learning"", ""Computer Vision"", ""Approximation""]",0.5626331614779664,0,5.0,2018, deep_learning computer_vision approximation
HJDdiT9gl,Generating Long and Diverse Responses with Neural Conversation Models,3,"[""Natural language processing"", ""Deep learning""]",0.5634556767851304,1,6.333333333333333,2017, natural_language_processing deep_learning
HJF3iD9xe,Deep Learning with Sets and Point Clouds,3,"[""Deep learning"", ""Structured prediction"", ""Computer vision"", ""Supervised Learning"", ""Semi-Supervised Learning""]",0.5045061890019276,1,5.666666666666667,2017, deep_learning structured_prediction computer_vision supervised_learning semi_supervised_learning
HJGODLqgx,Recurrent Hidden Semi-Markov Model,3,"[""Deep learning"", ""Unsupervised Learning"", ""Structured prediction""]",0.45828174724367854,1,7.0,2017, deep_learning unsupervised_learning structured_prediction
HJGXzmspb,Training and Inference with Integers in Deep Neural Networks,3,"[""quantization"", ""training"", ""bitwidth"", ""ternary weights""]",0.521416958405041,0,7.333333333333333,2018, quantization training bitwidth ternary_weights
HJGv1Z-AW,Emergence of Linguistic Communication from  Referential Games with Symbolic and Pixel Input,3,"[""disentanglement"", ""communication"", ""emergent language"", ""compositionality"", ""multi-agent""]",0.4826757499609466,0,7.0,2018, disentanglement communication emergent_language compositionality multi_agent
HJGwcKclx,Soft Weight-Sharing for Neural Network Compression,3,"[""Deep learning"", ""Optimization""]",0.48752059943030396,1,7.0,2017, deep_learning optimization
HJIY0E9ge,A Simple yet Effective Method to Prune Dense Layers of Neural Networks,3,"[""Deep learning""]",0.4408213744973368,1,4.333333333333333,2017, deep_learning
HJIhGXWCZ,Prediction Under Uncertainty with Error Encoding Networks,3,[],0.5603927427050626,0,4.666666666666667,2018,
HJIoJWZCZ,Adversarial Dropout Regularization,3,"[""domain adaptation"", ""computer vision"", ""generative models""]",0.4053454758453885,0,6.666666666666667,2018, domain_adaptation computer_vision generative_models
HJJ0w--0W,Long-term Forecasting using Tensor-Train RNNs,3,"[""RNNs"", ""time series forecasting"", ""nonlinear dynamics"", ""tensor-train""]",0.4918466896694188,0,5.0,2018, rnns time_series_forecasting nonlinear_dynamics tensor_train
HJJ23bW0b,Initialization matters: Orthogonal Predictive State Recurrent Neural Networks,3,"[""recurrent neural networks"", ""orthogonal random features"", ""predictive state representations""]",0.5348797368051349,0,6.333333333333333,2018, recurrent_neural_networks orthogonal_random_features predictive_state_representations
HJKkY35le,Mode Regularized Generative Adversarial Networks,2,"[""Deep learning"", ""Unsupervised Learning""]",0.3358196586324353,1,6.0,2017, deep_learning unsupervised_learning
HJMN-xWC-,Learning Parsimonious Deep Feed-forward Networks,3,"[""Parsimonious Deep Feed-forward Networks"", ""structure learning"", ""classification"", ""overfitting"", ""fewer parameters"", ""high interpretability""]",0.49812105967978415,0,4.666666666666667,2018, parsimonious_deep_feed_forward_networks structure_learning classification overfitting fewer_parameters high_interpretability
HJNGGmZ0Z,What is image captioning made of?,3,"[""image captioning"", ""representation learning"", ""interpretability"", ""rnn"", ""multimodal"", ""vision to language""]",0.5522922772452293,0,4.0,2018, image_captioning representation_learning interpretability rnn multimodal vision_to_language
HJNMYceCW,Residual Loss Prediction: Reinforcement Learning With No Incremental Feedback,3,"[""Reinforcement Learning"", ""Structured Prediction"", ""Contextual Bandits"", ""Learning Reduction""]",0.4117216260944426,0,6.666666666666667,2018, reinforcement_learning structured_prediction contextual_bandits learning_reduction
HJOQ7MgAW,Long Short-Term Memory as a Dynamically Computed Element-wise Weighted Sum,3,[],0.554734932582606,0,6.0,2018,
HJOZBvcel,Learning to Discover Sparse Graphical Models,3,[],0.45503915402825845,1,6.0,2017,
HJPSN3gRW,Learning to navigate by distilling visual information and natural language instructions,3,"[""Deep reinforcement learning"", ""Computer Vision"", ""Multi-modal fusion"", ""Language Grounding""]",0.5215297982258934,0,4.333333333333333,2018, deep_reinforcement_learning computer_vision multi_modal_fusion language_grounding
HJPmdP9le,Efficient Summarization with Read-Again and Copy Mechanism,3,[],0.5081460028325732,1,5.333333333333333,2017,
HJRV1ZZAW,FAST READING COMPREHENSION WITH CONVNETS,4,"[""reading comprehension"", ""question answering"", ""CNN"", ""ConvNet"", ""Inference""]",0.6180157019062119,0,5.333333333333333,2018, reading_comprehension question_answering cnn convnet inference
HJSA_e1AW,Normalized Direction-preserving Adam,3,"[""optimization"", ""generalization"", ""Adam"", ""SGD""]",0.46844360081173536,0,4.666666666666667,2018, optimization generalization adam sgd
HJSCGD9ex,Beyond Bilingual: Multi-sense Word Embeddings using Multilingual Context,3,"[""Natural language processing""]",0.5284208008451142,1,4.333333333333333,2017, natural_language_processing
HJStZKqel,Lifelong Perceptual Programming By Example,3,"[""Deep learning"", ""Supervised Learning""]",0.5282490761029066,1,4.666666666666667,2017, deep_learning supervised_learning
HJTXaw9gx,Recursive Regression with Neural Networks: Approximating the HJI PDE Solution,3,"[""Supervised Learning"", ""Games"", ""Theory""]",0.5219786679445592,1,5.0,2017, supervised_learning games theory
HJTzHtqee,A Compare-Aggregate Model for Matching Text Sequences,3,"[""Natural language processing"", ""Deep learning""]",0.5469777983311186,1,7.0,2017, natural_language_processing deep_learning
HJUOHGWRb,Contextual Explanation Networks,3,"[""interpretability"", ""regularization"", ""deep learning"", ""graphical models"", ""model diagnostics"", ""survival analysis""]",0.5322928716398161,0,6.0,2018, interpretability regularization deep_learning graphical_models model_diagnostics survival_analysis
HJV1zP5xg,Diverse Beam Search: Decoding Diverse Solutions from Neural Sequence Models,3,"[""Deep learning"", ""Computer vision"", ""Natural language processing""]",0.5182637310989848,1,5.333333333333333,2017, deep_learning computer_vision natural_language_processing
HJWGdbbCW,Reinforcement and Imitation Learning for Diverse Visuomotor Skills,3,"[""reinforcement learning"", ""imitation learning"", ""robotics"", ""visuomotor skills""]",0.45267754293011997,0,4.666666666666667,2018, reinforcement_learning imitation_learning robotics visuomotor_skills
HJWHIKqgl,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,3,"[""Unsupervised Learning""]",0.432337568421307,1,7.0,2017, unsupervised_learning
HJWLfGWRb,Matrix capsules with EM routing,3,"[""Computer Vision"", ""Deep Learning"", ""Dynamic routing""]",0.48494708450762647,0,5.666666666666667,2018, computer_vision deep_learning dynamic_routing
HJWzXsKxx,Training Long Short-Term Memory With Sparsified Stochastic Gradient Descent,3,"[""Optimization"", ""Deep learning""]",0.46677467887474927,1,4.333333333333333,2017, optimization deep_learning
HJXOfZ-AZ,When and where do feed-forward neural networks learn localist representations?,3,"[""localist"", ""pdp"", ""neural network"", ""representation"", ""psychology"", ""cognition""]",0.4914725702378453,0,3.6666666666666665,2018, localist pdp neural_network representation psychology cognition
HJXyS7bRb,A Goal-oriented Neural Conversation Model by Self-Play,3,"[""conversation model"", ""seq2seq"", ""self-play"", ""reinforcement learning""]",0.5181996294279846,0,4.333333333333333,2018, conversation_model seq2seq self_play reinforcement_learning
HJYQLb-RW,On the limitations of first order approximation in GAN dynamics,2,"[""GANs"", ""first order dynamics"", ""convergence"", ""mode collapse""]",0.37414673271047616,0,5.333333333333333,2018, gans first_order_dynamics convergence mode_collapse
HJYoqzbC-,A comparison of second-order methods for deep convolutional neural networks,3,[],0.47030038498878557,0,4.666666666666667,2018,
HJZiRkZC-,Byte-Level Recursive Convolutional Auto-Encoder for Text,3,[],0.5768727946381557,0,5.666666666666667,2018,
HJ_X8GupW,Multi-label Learning for Large Text Corpora using Latent Variable Model with Provable Gurantees,3,"[""Spectral Method"", ""Multi-label Learning"", ""Tensor Factorisation""]",0.4570965330643444,0,3.6666666666666665,2018, spectral_method multi_label_learning tensor_factorisation
HJ_aoCyRZ,SpectralNet: Spectral Clustering using Deep Neural Networks,3,"[""unsupervised learning"", ""spectral clustering"", ""siamese networks""]",0.4711864199545896,0,5.666666666666667,2018, unsupervised_learning spectral_clustering siamese_networks
HJaDJZ-0W,Block-Sparse Recurrent Neural Networks,3,"[""Pruning"", ""block sparsity"", ""structured sparsity"", ""Recurrent Neural Networks"", ""Speech Recognition""]",0.576565469203667,0,5.666666666666667,2018, pruning block_sparsity structured_sparsity recurrent_neural_networks speech_recognition
HJcLcw9xg,The Preimage of Rectifier Network Activities,3,[],0.4790261818746724,1,4.0,2017,
HJcSzz-CZ,Meta-Learning for Semi-Supervised Few-Shot Classification,3,"[""Few-shot learning"", ""semi-supervised learning"", ""meta-learning""]",0.4592056921729415,0,6.0,2018, few_shot_learning semi_supervised_learning meta_learning
HJcjQTJ0W,PrivyNet: A Flexible Framework for Privacy-Preserving Deep Neural Network Training,3,"[""Privacy-preserving deep learning"", ""Neural network training""]",0.43340614877388745,0,4.666666666666667,2018, privacy_preserving_deep_learning neural_network_training
HJdXGy1RW,CrescendoNet: A Simple Deep Convolutional Neural Network with Ensemble Behavior,3,"[""CNN"", ""ensemble"", ""image recognition""]",0.4607201420268923,0,4.333333333333333,2018, cnn ensemble image_recognition
HJeqWztlg,Hierarchical compositional feature learning,3,"[""Unsupervised Learning""]",0.5910856535566456,1,4.666666666666667,2017, unsupervised_learning
HJewuJWCZ,Learning to Teach,3,[],0.5001974139840959,0,7.333333333333333,2018,
HJg1NTGZRZ,Bit-Regularized Optimization of Neural Nets,3,[],0.5178545454382013,0,3.6666666666666665,2018,
HJgXCV9xx,Dialogue Learning With Human-in-the-Loop,3,"[""Natural language processing""]",0.48705191204512355,1,6.0,2017, natural_language_processing
HJhIM0xAW,Learning a neural response metric for retinal prosthesis,3,"[""Metric learning"", ""Computational Neuroscience"", ""Retina"", ""Neural Prosthesis""]",0.5319639234315046,0,6.0,2018, metric_learning computational_neuroscience retina neural_prosthesis
HJhcg6Fxg,Binary Paragraph Vectors,3,"[""Natural language processing"", ""Transfer Learning""]",0.49643498926281915,1,5.666666666666667,2017, natural_language_processing transfer_learning
HJjePwx0-,Better Generalization by Efficient Trust Region Method,3,[],0.42859991186750995,0,5.666666666666667,2018,
HJjiFK5gx,Neural Program Lattices,3,"[""Deep learning"", ""Semi-Supervised Learning""]",0.5604612591902081,1,6.0,2017, deep_learning semi_supervised_learning
HJjvxl-Cb,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,3,"[""deep reinforcement learning"", ""maximum entropy learning"", ""stochastic actor-critic""]",0.4228493608207506,0,5.0,2018, deep_reinforcement_learning maximum_entropy_learning stochastic_actor_critic
HJlgm-B9lx,Learning to Understand: Incorporating Local Contexts with Global Attention for Sentiment Classification,3,"[""Natural language processing"", ""Deep learning"", ""Applications""]",0.5921052562302184,1,3.3333333333333335,2017, natural_language_processing deep_learning applications
HJnQJXbC-,AMPNet: Asynchronous Model-Parallel Training for Dynamic Neural Networks,3,"[""asynchronous"", ""neural network"", ""deep learning"", ""graph"", ""tree"", ""rnn""]",0.499875641628315,0,5.333333333333333,2018, asynchronous neural_network deep_learning graph tree rnn
HJpfMIFll,Geometry of Polysemy,3,"[""Natural language processing""]",0.5327929083873102,1,7.0,2017, natural_language_processing
HJqUtdOaZ,ENRICHMENT OF FEATURES FOR CLASSIFICATION USING AN OPTIMIZED LINEAR/NON-LINEAR COMBINATION OF INPUT FEATURES,3,"[""Classification"", ""Feature Combination"", ""Feature Mapping"", ""Feed-Forward Neural Network"", ""Genetic Algorithm"", ""Linear Transfer Function"", ""Non-Linear Transfer Function""]",0.5140526023794784,0,2.0,2018, classification feature_combination feature_mapping feed_forward_neural_network genetic_algorithm linear_transfer_function non_linear_transfer_function
HJr4QJ26W,Improving image generative models with human interactions,3,"[""human in the loop"", ""GANs"", ""generative adversarial networks"", ""image generative models"", ""computer vision""]",0.5164531277420416,0,4.333333333333333,2018, human_in_the_loop gans generative_adversarial_networks image_generative_models computer_vision
HJrDIpiee,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,3,"[""Reinforcement Learning"", ""Deep learning""]",0.41402228194978,1,3.6666666666666665,2017, reinforcement_learning deep_learning
HJrJpzZRZ,Self-Supervised Learning of Object Motion Through Adversarial Video Prediction,3,"[""adversarial"", ""video prediction"", ""flow""]",0.5305113597086978,0,4.0,2018, adversarial video_prediction flow
HJsjkMb0Z,i-RevNet: Deep Invertible Networks,3,[],0.554863065606204,0,8.333333333333334,2018,
HJsk5-Z0W,Structured Deep Factorization Machine: Towards General-Purpose Architectures,3,"[""factorization"", ""general-purpose methods""]",0.597279089142143,0,3.6666666666666665,2018, factorization general_purpose_methods
HJtEm4p6Z,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,3,"[""2000-Speaker Neural TTS"", ""Monotonic Attention"", ""Speech Synthesis""]",0.507155796371134,0,6.333333333333333,2018, 2000_speaker_neural_tts monotonic_attention speech_synthesis
HJtN5K9gx,Learning Disentangled Representations in Deep Generative Models,3,"[""Semi-Supervised Learning"", ""Deep learning"", ""Computer vision""]",0.5138169260877464,1,5.666666666666667,2017, semi_supervised_learning deep_learning computer_vision
HJvvRoe0W,An image representation based convolutional network for DNA classification,3,"[""DNA sequences"", ""Hilbert curves"", ""Convolutional neural networks"", ""chromatin structure""]",0.556436803874934,0,7.0,2018, dna_sequences hilbert_curves convolutional_neural_networks chromatin_structure
HJw8fAgA-,Learning Dynamic State Abstractions for Model-Based Reinforcement Learning,3,"[""generative models"", ""probabilistic modelling"", ""reinforcement learning"", ""state-space models"", ""planning""]",0.5077270697635647,0,6.333333333333333,2018, generative_models probabilistic_modelling reinforcement_learning state_space_models planning
HJy_5Mcll,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation,3,"[""Deep learning""]",0.49167110846771594,1,4.0,2017, deep_learning
HJzgZ3JCW,Efficient Sparse-Winograd Convolutional Neural Networks,3,"[""deep learning"", ""convolutional neural network"", ""pruning""]",0.5073300284559388,0,7.333333333333333,2018, deep_learning convolutional_neural_network pruning
Hk-FlMbAZ,The Manifold Assumption and Defenses Against Adversarial Perturbations,2,"[""the manifold assumption"", ""adversarial perturbation"", ""neural networks""]",0.3642303464625162,0,4.0,2018, the_manifold_assumption adversarial_perturbation neural_networks
Hk-mgcsgx,An Information Retrieval Approach for Finding Dependent Subspaces of Multiple Views,3,"[""Unsupervised Learning""]",0.5484566803197145,1,4.0,2017, unsupervised_learning
Hk0wHx-RW,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck,3,"[""Information Bottleneck"", ""Deep Information Bottleneck"", ""Deep Variational Information Bottleneck"", ""Variational Autoencoder"", ""Sparsity"", ""Disentanglement"", ""Interpretability"", ""Copula"", ""Mutual Information""]",0.5084374875239389,0,5.75,2018, information_bottleneck deep_information_bottleneck deep_variational_information_bottleneck variational_autoencoder sparsity disentanglement interpretability copula mutual_information
Hk1iOLcle,MS MARCO: A Human-Generated MAchine Reading COmprehension Dataset,3,[],0.5728418091862331,1,6.0,2017,
Hk1l9Xqxe,BIOACOUSTIC SEGMENTATION BY HIERARCHICAL DIRICHLET PROCESS HIDDEN MARKOV MODEL,3,[],0.47959583086168783,1,4.666666666666667,2017,
Hk2MHt-3-,Coupled Ensembles of Neural Networks,3,"[""Ensemble learning"", ""neural networks""]",0.5083572169776168,0,6.0,2018, ensemble_learning neural_networks
Hk2aImxAb,Multi-Scale Dense Networks for Resource Efficient Image Classification,3,"[""efficient learning"", ""budgeted learning"", ""deep learning"", ""image classification"", ""convolutional networks""]",0.5571474500450551,0,8.333333333333334,2018, efficient_learning budgeted_learning deep_learning image_classification convolutional_networks
Hk3ddfWRW,Imitation Learning from Visual Data with Multiple Intentions,3,"[""multi-modal imitation learning"", ""deep learning"", ""generative models"", ""stochastic neural networks""]",0.5361463668415556,0,5.333333333333333,2018, multi_modal_imitation_learning deep_learning generative_models stochastic_neural_networks
Hk3mPK5gg,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,3,"[""Reinforcement Learning"", ""Applications"", ""Games""]",0.420101235704296,1,5.666666666666667,2017, reinforcement_learning applications games
Hk4_qw5xe,Towards Principled Methods for Training Generative Adversarial Networks,3,[],0.40596533916539324,1,8.333333333333334,2017,
Hk4kQHceg,Multiplicative LSTM for sequence modelling,3,"[""Deep learning"", ""Natural language processing"", ""Unsupervised Learning""]",0.5412825580476531,1,4.666666666666667,2017, deep_learning natural_language_processing unsupervised_learning
Hk5elxbRW,Smooth Loss Functions for Deep Top-k Classification,3,[],0.5172430210778286,0,7.0,2018,
Hk6WhagRW,Emergent Communication through Negotiation,3,"[""multi-agent learning"", ""reinforcement learning"", ""game theory"", ""emergent communication""]",0.43911632689218855,0,6.0,2018, multi_agent_learning reinforcement_learning game_theory emergent_communication
Hk6a8N5xe,Classify or Select: Neural Architectures for Extractive Document Summarization,4,"[""Natural language processing"", ""Supervised Learning"", ""Applications"", ""Deep learning""]",0.6014846595374332,1,4.666666666666667,2017, natural_language_processing supervised_learning applications deep_learning
Hk6kPgZA-,Certifying Some Distributional Robustness with Principled Adversarial Training,2,"[""adversarial training"", ""distributionally robust optimization"", ""deep learning"", ""optimization"", ""learning theory""]",0.3669874267646944,0,9.0,2018, adversarial_training distributionally_robust_optimization deep_learning optimization learning_theory
Hk85q85ee,Symmetry-Breaking Convergence Analysis of Certain Two-layered Neural Networks with ReLU nonlinearity,3,"[""Theory"", ""Deep learning"", ""Optimization""]",0.43335001738683104,1,5.333333333333333,2017, theory deep_learning optimization
Hk8N3Sclg,Multi-Agent Cooperation and the Emergence of (Natural) Language,3,"[""Natural language processing"", ""Reinforcement Learning"", ""Games""]",0.5154244101362194,1,7.0,2017, natural_language_processing reinforcement_learning games
Hk8TGSKlg,Reasoning with Memory Augmented Neural Networks for Language Comprehension,3,"[""Natural language processing"", ""Deep learning""]",0.5708196064087989,1,6.666666666666667,2017, natural_language_processing deep_learning
