id_2017,id_2018,method,unique_id,random_state,title_2017,title_2018
B1vRTeqxg,Hksj2WWAW,KNN,bf4de371-332e-4b9b-8291-f0cc90d0926e,123,Learning Continuous Semantic Representations of Symbolic Expressions,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs
B1vRTeqxg,S1fHmlbCW,SPSM,df75bf96-5275-4523-bc13-74b7c28748ac,160,Learning Continuous Semantic Representations of Symbolic Expressions,Neural Networks for irregularly observed continuous-time Stochastic Processes
B1vRTeqxg,Sy-dQG-Rb,naive,83d17591-0bc8-48e5-b3c2-06583e13cf3f,60,Learning Continuous Semantic Representations of Symbolic Expressions,Neural Speed Reading via Skim-RNN
HJ0NvFzxl,S1TgE7WR-,KNN,8fa018f0-73bf-4cd5-a97b-a4b44206492a,96,Learning Graphical State Transitions,Covariant Compositional Networks For Learning Graphs
HJ0NvFzxl,HkwrqtlR-,naive,4b40c91a-de6a-44af-9279-85dc4a17168f,60,Learning Graphical State Transitions,WHAT ARE GANS USEFUL FOR?
HJ0NvFzxl,HkwrqtlR-,SPSM,2ff1a565-71db-404d-84d0-8d96d645c429,160,Learning Graphical State Transitions,WHAT ARE GANS USEFUL FOR?
Hyq4yhile,r1lfpfZAb,naive,b58841b0-b227-4859-b934-b0f27a25acc4,60,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,Learning to Write by Learning the Objective
Hyq4yhile,SyX0IeWAW,KNN,76fcd946-659f-4ee1-b79a-1907ef9dedb5,137,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,META LEARNING SHARED HIERARCHIES
Hyq4yhile,Hyp3i2xRb,SPSM,6c1ae733-5a82-4eaa-9acb-4962f1c8ebc9,160,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning,Overcoming the vanishing gradient problem in plain recurrent networks
rkE8pVcle,BJypUGZ0Z,SPSM,44ff8af3-2c52-48aa-8fbc-0aa09f1208fd,160,Learning through Dialogue Interactions by Asking Questions,Accelerating Neural Architecture Search using Performance Prediction
rkE8pVcle,SyoDInJ0-,KNN,0829a7e8-234a-4716-80c1-8f8b35f86ecf,73,Learning through Dialogue Interactions by Asking Questions,Reinforcement Learning Algorithm Selection
rkE8pVcle,SJgf6Z-0W,naive,0c624bf8-a1ae-413e-a4a8-cda744833148,60,Learning through Dialogue Interactions by Asking Questions,Predicting Multiple Actions for Stochastic Continuous Control
Skvgqgqxe,HkAClQgA-,KNN,f0be5df4-ab4c-46c4-aaba-39d9d2f9ee71,94,Learning to Compose Words into Sentences with Reinforcement Learning,A Deep Reinforced Model for Abstractive Summarization
Skvgqgqxe,SJDJNzWAZ,SPSM,d14f0eda-d497-4476-a641-68e0ad5ec158,160,Learning to Compose Words into Sentences with Reinforcement Learning,Time-Dependent Representation for Neural Event Sequence Prediction
Skvgqgqxe,B1nxTzbRZ,naive,8e79f928-34b8-4392-8e86-801e70360363,60,Learning to Compose Words into Sentences with Reinforcement Learning,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger
HJOZBvcel,rk8wKk-R-,SPSM,e765e84f-f1e1-4426-9a00-594ccbe889ee,160,Learning to Discover Sparse Graphical Models,Convolutional Sequence Modeling Revisited
HJOZBvcel,BJ_UL-k0b,naive,3fc1fe99-1972-4d42-9505-5067084e5f05,60,Learning to Discover Sparse Graphical Models,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes
HJOZBvcel,S1680_1Rb,KNN,6794e237-b6cc-4109-85cf-a7f2ef78f13d,116,Learning to Discover Sparse Graphical Models,CAYLEYNETS: SPECTRAL GRAPH CNNS WITH COMPLEX RATIONAL FILTERS
BJAFbaolg,B1nxTzbRZ,SPSM,2976b988-d62a-4095-83f4-39d6755d646a,160,Learning to Generate Samples from Noise through Infusion Training,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger
BJAFbaolg,B1EVwkqTW,naive,5fee4c69-ef6d-4798-8a3c-d2b69e609fa4,60,Learning to Generate Samples from Noise through Infusion Training,Make SVM great again with Siamese kernel for  few-shot learning
BJAFbaolg,Sy8XvGb0-,KNN,144a9f7a-f8de-4f13-bd7f-10313ae85abc,102,Learning to Generate Samples from Noise through Infusion Training,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models
r1nTpv9eg,rJbs5gbRW,naive,50137eb3-033f-4453-bd8f-5a7823cedffe,60,Learning to Perform Physics Experiments via Deep Reinforcement Learning,On the Generalization Effects of DenseNet Model Structures 
r1nTpv9eg,HyFaiGbCW,SPSM,e58b6bb7-c56a-404b-9f64-8dd295e3ac45,160,Learning to Perform Physics Experiments via Deep Reinforcement Learning,Generalization of Learning using Reservoir Computing
r1nTpv9eg,rJwelMbR-,KNN,47f0ae4b-e1ff-4dd0-be22-5e66c4cebd4d,131,Learning to Perform Physics Experiments via Deep Reinforcement Learning,Divide-and-Conquer Reinforcement Learning
rJ0-tY5xe,r1dHXnH6-,KNN,a6a2102a-74dd-486c-b5db-060bf74f8932,130,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Natural Language Inference over Interaction Space
rJ0-tY5xe,HJDV5YxCW,SPSM,61fd8088-314d-4c29-af02-0816b72cd8e3,160,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Heterogeneous Bitwidth Binarization in Convolutional Neural Networks
rJ0-tY5xe,SJyVzQ-C-,naive,768c06dd-9432-40a7-af78-3eb81891493e,60,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",Fraternal Dropout
r1rz6U5lg,S1sRrN-CW,naive,fc18d311-3ebc-442f-a31f-87d775e296ed,60,Learning to superoptimize programs,Revisiting Knowledge Base Embedding as Tensor Decomposition
r1rz6U5lg,H1Xw62kRZ,KNN,af94f166-75a1-4608-9101-2317d3a90421,87,Learning to superoptimize programs,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis
r1rz6U5lg,BJ7d0fW0b,SPSM,6386b7d8-07e3-444f-b7e8-9dc19be8dec3,160,Learning to superoptimize programs,Faster Reinforcement Learning with Expert State Sequences
rkFd2P5gl,HJnQJXbC-,KNN,866b3e2a-4304-47c0-a9f3-d6a26d134b4b,127,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,AMPNet: Asynchronous Model-Parallel Training for Dynamic Neural Networks
rkFd2P5gl,ryCM8zWRb,naive,3eadc753-e914-46a2-be79-dba4cc27af04,60,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,Recurrent Neural Networks with Top-k Gains for Session-based Recommendations
rkFd2P5gl,B1ZZTfZAW,SPSM,6e935aad-88db-4a03-9efe-f36c4266e20b,160,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs
Syoiqwcxx,BJQPG5lR-,SPSM,d4526410-c1ff-4991-9803-4f812c434a57,160,Local minima in training of deep networks,Avoiding degradation in deep feed-forward networks by phasing out skip-connections
Syoiqwcxx,SJDYgPgCZ,KNN,51878050-baee-468c-b389-c077f2e8810d,125,Local minima in training of deep networks,Understanding Local Minima in Neural Networks by Loss Surface Decomposition
Syoiqwcxx,r1l4eQW0Z,naive,5091c952-c908-4159-a474-d272670b83f7,60,Local minima in training of deep networks,Kernel Implicit Variational Inference
BkbY4psgg,HkUR_y-RZ,KNN,aaa8fdc7-df68-4176-a867-b1116efad26f,136,Making Neural Programming Architectures Generalize via Recursion,SEARNN: Training RNNs with global-local losses
BkbY4psgg,HJvvRoe0W,naive,24d6ca84-390d-4908-81c8-fa3937a440ba,60,Making Neural Programming Architectures Generalize via Recursion,An image representation based convolutional network for DNA classification
BkbY4psgg,ryserbZR-,SPSM,0f9621ce-474a-4508-be10-11febd5f38e1,160,Making Neural Programming Architectures Generalize via Recursion,Classification and Disease Localization in Histopathology Using Only Global Labels: A Weakly-Supervised Approach
B1akgy9xx,H1I3M7Z0b,KNN,fc85e60d-e916-4b50-b1cf-994f20a34998,117,Making Stochastic Neural Networks from Deterministic Ones,WSNet: Learning Compact and Efficient Networks with Weight Sampling
B1akgy9xx,rkdU7tCaZ,naive,f5a0f556-67be-4100-941e-de2127ce2a1c,60,Making Stochastic Neural Networks from Deterministic Ones,Dynamic Evaluation of Neural Sequence Models
B1akgy9xx,SyOK1Sg0W,SPSM,82c53deb-2381-4945-8fcd-8d7e3e206e07,160,Making Stochastic Neural Networks from Deterministic Ones,Adaptive Quantization of Neural Networks
SkJeEtclx,S1DWPP1A-,naive,b3dbfce2-b4bc-4f15-add3-89ac644f8283,60,Memory-augmented Attention Modelling for Videos,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration
SkJeEtclx,HyzbhfWRW,SPSM,3fc05048-727e-47ab-93cb-55f2111c3b7f,160,Memory-augmented Attention Modelling for Videos,Learn to Pay Attention
SkJeEtclx,S1Euwz-Rb,KNN,4e5ac2d2-0a74-40ff-856b-340d89e3ec9c,88,Memory-augmented Attention Modelling for Videos,Compositional Attention Networks for Machine Reasoning
HJKkY35le,BJNRFNlRW,KNN,e2724c25-1cbf-485a-88d4-5172ec512700,70,Mode Regularized Generative Adversarial Networks,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN
HJKkY35le,rkTS8lZAb,SPSM,bbc6b70d-5a5d-4f3a-8112-03bbb929d843,160,Mode Regularized Generative Adversarial Networks,Boundary Seeking GANs
HJKkY35le,H1WgVz-AZ,naive,29fae702-4f64-4485-9b4c-1bc45409b35f,60,Mode Regularized Generative Adversarial Networks,Learning Approximate Inference Networks for Structured Prediction
HyWDCXjgx,B1lMMx1CW,KNN,261d2927-3000-4ac7-998a-20faca09b793,121,Multi-label learning with the RNNs for Fashion Search,THE EFFECTIVENESS OF A TWO-LAYER NEURAL NETWORK FOR RECOMMENDATIONS
HyWDCXjgx,S1sqHMZCb,naive,5031aa2e-6d65-4feb-999a-384d7caae203,60,Multi-label learning with the RNNs for Fashion Search,NerveNet: Learning Structured Policy with Graph Neural Networks
HyWDCXjgx,rk6H0ZbRb,SPSM,8a028828-0b74-4f8c-b6ac-12e259f704cd,160,Multi-label learning with the RNNs for Fashion Search,Intriguing Properties of Adversarial Examples
BJ9fZNqle,HJ5AUm-CZ,KNN,5fd77319-7035-4c48-964d-cdc8a2c173ec,105,Multi-modal Variational Encoder-Decoders,The Variational Homoencoder: Learning to Infer High-Capacity Generative Models from Few Examples
BJ9fZNqle,B1spAqUp-,SPSM,955b875f-e127-4998-b54e-d0b8e1e72d8d,160,Multi-modal Variational Encoder-Decoders,Pixel Deconvolutional Networks
BJ9fZNqle,H1u8fMW0b,naive,8157048f-b319-464e-8719-d602718dc95d,60,Multi-modal Variational Encoder-Decoders,Toward predictive machine learning for active vision
SJgWQPcxl,H1dh6Ax0Z,naive,37fd8b6c-0758-45ec-b239-8a6a288515b8,60,Multi-view Generative Adversarial Networks,TreeQN and ATreeC: Differentiable Tree-Structured Models for Deep Reinforcement Learning
SJgWQPcxl,SyzKd1bCW,SPSM,39e84dac-6caa-4ee4-8790-1a45daced428,160,Multi-view Generative Adversarial Networks,Backpropagation through the Void: Optimizing control variates for black-box gradient estimation
SJgWQPcxl,Hy7fDog0b,KNN,3a05b329-1045-4ca1-ac0d-1aeac5c543a1,139,Multi-view Generative Adversarial Networks,AmbientGAN: Generative models from lossy measurements
B1PA8fqeg,BJvWjcgAZ,KNN,25b15442-bc44-4402-8ece-e26f30dcf03e,74,Multiagent System for Layer Free Network,Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update
B1PA8fqeg,Sk7KsfW0-,SPSM,addaf55c-6783-40a7-b003-6c65ca322185,160,Multiagent System for Layer Free Network,Lifelong Learning with Dynamically Expandable Networks
B1PA8fqeg,rJr4kfWCb,naive,d06a618b-3991-4b49-a1f7-4674c4416ee4,60,Multiagent System for Layer Free Network,Lung Tumor Location and Identification with AlexNet and a Custom CNN
HkEI22jeg,H1pri9vTZ,KNN,7c631364-4446-4956-902d-4c261fff5147,84,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,Deep Function Machines: Generalized Neural Networks for Topological Layer Expression
HkEI22jeg,rJhR_pxCZ,SPSM,7280be1a-19da-47cc-97c8-24cd188902ad,160,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,Interpretable Classification via Supervised Variational Autoencoders and Differentiable Decision Trees
HkEI22jeg,HkAClQgA-,naive,5ac6deba-34db-4fff-be2b-80db6328a1e6,60,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,A Deep Reinforced Model for Abstractive Summarization
ry3iBFqgl,Hy3MvSlRW,KNN,472d5e84-90d6-4eb9-bcec-ac085ec6f5dd,129,NEWSQA: A MACHINE COMPREHENSION DATASET,Adversarial reading networks for machine comprehension
ry3iBFqgl,Hyig0zb0Z,SPSM,1bf410e9-48cf-4f01-9324-2b5b2f9b1ba7,160,NEWSQA: A MACHINE COMPREHENSION DATASET,Gated ConvNets for Letter-Based ASR
ry3iBFqgl,H1LAqMbRW,naive,d4fced54-52f0-490e-a191-7caf16658a5e,60,NEWSQA: A MACHINE COMPREHENSION DATASET,Latent forward model for Real-time Strategy game planning with incomplete information
r1Ue8Hcxg,S1v4N2l0-,KNN,fcc0c64b-9dc7-4d66-8ddf-395424dda0cd,63,Neural Architecture Search with Reinforcement Learning,Unsupervised Representation Learning by Predicting Image Rotations
r1Ue8Hcxg,ByW5yxgA-,naive,f5057eae-8a0a-499c-9a00-2524646e55d4,60,Neural Architecture Search with Reinforcement Learning,Multiscale Hidden Markov Models For Covariance Prediction
r1Ue8Hcxg,ByED-X-0W,SPSM,246e8832-846f-435e-a38b-828b8d9744ef,160,Neural Architecture Search with Reinforcement Learning,Parametric Information Bottleneck to Optimize Stochastic Neural Networks
ByW2Avqgg,rkEtzzWAb,SPSM,f826fa40-944b-407d-84ba-39d0b8052b50,160,Neural Causal Regularization under the Independence of Mechanisms Assumption,Parametric Adversarial Divergences are Good Task Losses for Generative Modeling
ByW2Avqgg,rkRwGg-0Z,KNN,43644c48-09af-4b17-a8be-52a64458f9b1,159,Neural Causal Regularization under the Independence of Mechanisms Assumption,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs
ByW2Avqgg,r1vuQG-CW,naive,2443bb6c-8520-40a2-8959-e1dddf294860,60,Neural Causal Regularization under the Independence of Mechanisms Assumption,HexaConv
rk5upnsxe,BJQRKzbA-,SPSM,c6e8c0bf-e5ac-4bb5-ab31-afc799a613de,160,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,Hierarchical Representations for Efficient Architecture Search
rk5upnsxe,HyKZyYlRZ,KNN,002b934d-8c4e-4717-a6b1-91f89be05d53,112,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,Large Scale Multi-Domain Multi-Task Learning with MultiModel
rk5upnsxe,ry1arUgCW,naive,48ca839a-aaf7-4254-b3c4-16857f96d398,60,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection
S1HcOI5le,Hksj2WWAW,naive,56ab3e57-5598-4571-a0d8-971210720452,60,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs
S1HcOI5le,HkcTe-bR-,SPSM,ae184fa5-b7ae-42c8-af40-60b3446e609f,160,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Exploring Deep Recurrent Models with Reinforcement Learning for Molecule Design
S1HcOI5le,B1EVwkqTW,KNN,453264dc-4918-4aa9-a025-faf43b603ac6,119,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Make SVM great again with Siamese kernel for  few-shot learning
H1oyRlYgg,B1tExikAW,SPSM,8e030072-e646-45bb-a8db-3dd7a72d7fca,160,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,LatentPoison -- Adversarial Attacks On The Latent Space
H1oyRlYgg,H1A5ztj3b,KNN,1388027d-b213-4431-93f7-48e1a6ebc578,118,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,Super-Convergence: Very Fast Training of Residual Networks Using Large Learning Rates
H1oyRlYgg,r1nzLmWAb,naive,0434961f-8b92-4037-b9fe-70ebef6baca1,60,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,Video Action Segmentation with Hybrid Temporal Networks
SyZprb5xg,rkZvSe-RZ,naive,5858c9a4-3aee-442b-baa0-68e0735c0481,60,On Robust Concepts and Small Neural Nets,Ensemble Adversarial Training: Attacks and Defenses
SyZprb5xg,Syjha0gAZ,SPSM,eaaf2cfa-8d26-4916-91c2-b5913815104e,160,On Robust Concepts and Small Neural Nets,Loss Functions for Multiset Prediction
SyZprb5xg,rJ33wwxRb,KNN,3b66fc02-6bd7-4d42-b565-ecbe21d08ecd,95,On Robust Concepts and Small Neural Nets,SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data
SkXIrV9le,Hy_o3x-0b,KNN,fe9df44a-33d8-4380-b66c-ab580f91c84f,83,Perception Updating Networks: On architectural constraints for interpretable video generative models,Feature Map Variational Auto-Encoders
SkXIrV9le,SyL9u-WA-,naive,875d323b-c2b7-4fcb-8ba1-9e034883b0cd,60,Perception Updating Networks: On architectural constraints for interpretable video generative models,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization
SkXIrV9le,r1drp-WCZ,SPSM,0faf4bf5-9b6b-4dca-a076-2f7c7d816802,160,Perception Updating Networks: On architectural constraints for interpretable video generative models,State Space LSTM Models with Particle MCMC Inference
SJGCiw5gl,BJjBnN9a-,KNN,037a628c-7562-4d66-a0d6-4d744c261274,140,Pruning Convolutional Neural Networks for Resource Efficient Inference,Continuous Convolutional Neural Networks for Image Classification
SJGCiw5gl,HkepKG-Rb,naive,6470f232-5127-4cde-9a45-ba5f85674181,60,Pruning Convolutional Neural Networks for Resource Efficient Inference,A Semantic Loss Function for Deep Learning with Symbolic Knowledge
SJGCiw5gl,SJx9GQb0-,SPSM,34cd688c-f72c-4324-b531-ecc08116a2bb,160,Pruning Convolutional Neural Networks for Resource Efficient Inference,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect
rJqFGTslg,SJZsR7kCZ,KNN,e0f5ca2c-6ff6-4a20-bf54-c72e3b0dc1ac,133,Pruning Filters for Efficient ConvNets,Iterative Deep Compression : Compressing Deep Networks for Classification and Semantic Segmentation
rJqFGTslg,B14TlG-RW,naive,7bdbf513-83f9-4bb7-aa6b-c5239d1ddd47,60,Pruning Filters for Efficient ConvNets,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension
rJqFGTslg,B1J_rgWRW,SPSM,7390ab71-28f2-4fa8-a4bc-c33f67c6bd6a,160,Pruning Filters for Efficient ConvNets,Understanding Deep Neural Networks with Rectified Linear Units
B1MRcPclx,r1saNM-RW,naive,0dc44a4d-b9ff-49bc-b150-76a301786b07,60,Query-Reduction Networks for Question Answering,Small Coresets to Represent Large Training Data for Support Vector Machines
B1MRcPclx,HkJ1rgbCb,SPSM,0c847a47-b381-42d5-90c7-6f2b284fcf65,160,Query-Reduction Networks for Question Answering,Using Deep Reinforcement Learning to Generate Rationales for Molecules
B1MRcPclx,BJIgi_eCZ,KNN,93eb1eba-3876-49f4-bb7d-057ad77f31e7,92,Query-Reduction Networks for Question Answering,FusionNet: Fusing via Fully-aware Attention with Application to Machine Comprehension
r1VdcHcxx,HyHmGyZCZ,naive,385abbe0-c604-4fa3-8235-b75f42fa3d80,60,Recurrent Batch Normalization,Comparison of Paragram and GloVe Results for Similarity Benchmarks
r1VdcHcxx,HyKZyYlRZ,KNN,043e394f-1112-4329-9e3a-f11eb4046dfd,75,Recurrent Batch Normalization,Large Scale Multi-Domain Multi-Task Learning with MultiModel
r1VdcHcxx,SkmiegW0b,SPSM,b3f64c0b-7e75-4eeb-a664-d4a3c9807d60,160,Recurrent Batch Normalization,Challenges in Disentangling Independent Factors of Variation
B1s6xvqlx,SyvCD-b0W,SPSM,b65bb574-b85e-45ba-98e8-25226fbadc7c,160,Recurrent Environment Simulators,Autostacker: an Automatic Evolutionary Hierarchical  Machine Learning System
B1s6xvqlx,rJVruWZRW,naive,4aa443ea-63b1-44ee-a60d-5c87bb6b615c,60,Recurrent Environment Simulators,Dense Recurrent Neural Network with Attention Gate
B1s6xvqlx,HJw8fAgA-,KNN,9fc2611a-b6a2-44d0-a10f-251e02def310,108,Recurrent Environment Simulators,Learning Dynamic State Abstractions for Model-Based Reinforcement Learning
BJC8LF9ex,r1pW0WZAW,KNN,5a0648bd-ee1f-4d0a-b2e2-a35646f9916a,61,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Analyzing and Exploiting NARX Recurrent Neural Networks for Long-Term Dependencies
BJC8LF9ex,ByOfBggRZ,SPSM,e31436db-8f54-4aa9-9c35-14277adb7507,160,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Detecting Statistical Interactions from Neural Network Weights
BJC8LF9ex,SJOl4DlCZ,naive,9aebdc05-a9fa-4836-a5db-ac53406e7f7d,60,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Classifier-to-Generator Attack: Estimation of Training Data Distribution from Classifier
r1GKzP5xx,BkoXnkWAb,KNN,95a8b2dd-e34d-4cd3-8c42-1ba8fd58b7af,82,Recurrent Normalization Propagation,Shifting Mean Activation Towards Zero with Bipolar Activation Functions
r1GKzP5xx,rkMt1bWAZ,SPSM,e62e387b-a20b-45ca-b1fa-8058f9f3f28c,160,Recurrent Normalization Propagation,Bias-Variance Decomposition for Boltzmann Machines
r1GKzP5xx,S1pWFzbAW,naive,6d0d6ec5-2f37-4ede-a582-938e092e0c6e,60,Recurrent Normalization Propagation,Weightless: Lossy Weight Encoding For Deep Neural Network Compression
S13wCE9xx,SkJd_y-Cb,KNN,c454b733-9e3b-4eef-a750-87b04c113801,146,Riemannian Optimization for Skip-Gram Negative Sampling,Word2net: Deep Representations of Language
S13wCE9xx,SyfiiMZA-,SPSM,3d89e730-14df-4551-a9ca-c312705c84ec,160,Riemannian Optimization for Skip-Gram Negative Sampling,Jointly Learning to Construct and Control Agents using Deep Reinforcement Learning
S13wCE9xx,Sk2u1g-0-,naive,19deb0fe-3b25-46ee-8f26-fb3d7a9350ac,60,Riemannian Optimization for Skip-Gram Negative Sampling,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments
H1_QSDqxl,H1Y8hhg0b,KNN,e5dfd1b4-379d-400c-8750-2201722ec1c3,76,Rule Mining in Feature Space,Learning Sparse Neural Networks through L_0 Regularization
H1_QSDqxl,B1l8BtlCb,naive,662f5c68-3845-46b9-9114-5dd108655bfb,60,Rule Mining in Feature Space,Non-Autoregressive Neural Machine Translation
H1_QSDqxl,H1Y8hhg0b,SPSM,791188f9-4d8f-4919-a4d0-8c3bad7f1f28,160,Rule Mining in Feature Space,Learning Sparse Neural Networks through L_0 Regularization
Skq89Scxx,rJ4uaX2aW,KNN,4512ac9d-8761-445b-926d-e2af49fca13b,145,SGDR: Stochastic Gradient Descent with Warm Restarts,Large Batch Training of Convolutional Networks with Layer-wise Adaptive Rate Scaling
Skq89Scxx,S1cZsf-RW,naive,39cd2495-6734-49a3-993a-21eda41f7447,60,SGDR: Stochastic Gradient Descent with Warm Restarts,WHAI: Weibull Hybrid Autoencoding Inference for Deep Topic Modeling
Skq89Scxx,B1hcZZ-AW,SPSM,312d9721-7150-47fb-88e8-3ce8dc43ea8a,160,SGDR: Stochastic Gradient Descent with Warm Restarts,N2N learning: Network to Network Compression via Policy Gradient Reinforcement Learning
HyM25Mqel,Sk03Yi10Z,naive,22c39fea-9e0f-4b36-a77f-a10ca79e795c,60,Sample Efficient Actor-Critic with  Experience Replay,An Ensemble of Retrieval-Based and Generation-Based Human-Computer Conversation Systems.
HyM25Mqel,S1ANxQW0b,KNN,66ced6b7-fe4b-48d7-923d-891f3c808fee,78,Sample Efficient Actor-Critic with  Experience Replay,Maximum a Posteriori Policy Optimisation
HyM25Mqel,BkUHlMZ0b,SPSM,22e02c3f-71a3-4e81-832a-55ddbe54fb01,160,Sample Efficient Actor-Critic with  Experience Replay,Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach
ryEGFD9gl,B1mSWUxR-,KNN,46058e7f-5228-4720-b8b1-6eb6b2b2d0d0,79,Submodular Sum-product Networks for Scene Understanding,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML
ryEGFD9gl,Hko85plCW,naive,ad27fa17-2b86-448b-8a57-301fcb2f0b13,60,Submodular Sum-product Networks for Scene Understanding,Monotonic Chunkwise Attention
ryEGFD9gl,HyiRazbRb,SPSM,42d0180d-dea0-4d1d-9bd4-3aad83b85139,160,Submodular Sum-product Networks for Scene Understanding,Demystifying overcomplete nonlinear auto-encoders: fast SGD convergence towards sparse representation from random initialization
BJluGHcee,Sk7cHb-C-,SPSM,0811e200-ad1f-46ec-bf58-abbdc8b21031,160,Tensorial Mixture Models,Representing dynamically: An active process for describing sequential data
BJluGHcee,S1WRibb0Z,KNN,066987b0-67de-4527-98d9-2a84d7ff3d4f,142,Tensorial Mixture Models,Expressive power of recurrent neural networks
BJluGHcee,ryvxcPeAb,naive,19edfa7a-2457-40f5-9703-0baf8fc3cd6b,60,Tensorial Mixture Models,Enhancing the Transferability of Adversarial Examples with Noise Reduced Gradient
S1jE5L5gl,r1RQdCg0W,SPSM,de6b1066-2cd4-43f8-a0fc-8af61115e608,160,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,"MACH: Embarrassingly parallel $K$-class classification in $O(d\log{K})$ memory and $O(K\log{K} + d\log{K})$ time, instead of $O(Kd)$"
S1jE5L5gl,SyhcXjy0Z,naive,fdd6f8a5-ade9-4f99-b653-ce579042caf6,60,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,APPLICATION OF DEEP CONVOLUTIONAL NEURAL NETWORK TO PREVENT ATM FRAUD BY FACIAL DISGUISE IDENTIFICATION
S1jE5L5gl,SJ71VXZAZ,KNN,6fb5270b-cf46-4822-aed0-a111321cb584,98,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,Learning To Generate Reviews and Discovering Sentiment
BkV4VS9ll,BkN_r2lR-,SPSM,5a74fcbc-c754-40c0-bef6-a3f278b6939c,160,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,Identifying Analogies Across Domains
BkV4VS9ll,HkinqfbAb,KNN,733a6ef2-3629-49b2-98f6-1379399e2bdc,104,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,Automatic Parameter Tying in Neural Networks
BkV4VS9ll,HkCvZXbC-,naive,57ae8f63-22d2-4064-be56-7af60545cc84,60,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,3C-GAN: AN CONDITION-CONTEXT-COMPOSITE GENERATIVE ADVERSARIAL NETWORKS FOR GENERATING IMAGES SEPARATELY
SkC_7v5gx,SJLy_SxC-,KNN,d615aae7-4de6-44b6-acd0-2affbdcb5ae8,60,The Power of Sparsity in Convolutional Neural Networks,Log-DenseNet: How to Sparsify a DenseNet
SkC_7v5gx,Syhr6pxCW,naive,0a7dbabc-e929-4fd0-9eb4-f4cbef938772,60,The Power of Sparsity in Convolutional Neural Networks,PixelNN: Example-based Image Synthesis
SkC_7v5gx,rydeCEhs-,SPSM,7c403011-7094-4c18-876e-26b5e7151eeb,160,The Power of Sparsity in Convolutional Neural Networks,SMASH: One-Shot Model Architecture Search through HyperNetworks
HyAbMKwxe,HJewuJWCZ,SPSM,12ae04bf-811a-47d5-99af-f850c7b26286,160,Tighter bounds lead to improved classifiers,Learning to Teach
