unique_id,title_2017,title_2018
29fae702-4f64-4485-9b4c-1bc45409b35f,Mode Regularized Generative Adversarial Networks,Learning Approximate Inference Networks for Structured Prediction
261d2927-3000-4ac7-998a-20faca09b793,Multi-label learning with the RNNs for Fashion Search,THE EFFECTIVENESS OF A TWO-LAYER NEURAL NETWORK FOR RECOMMENDATIONS
5031aa2e-6d65-4feb-999a-384d7caae203,Multi-label learning with the RNNs for Fashion Search,NerveNet: Learning Structured Policy with Graph Neural Networks
8a028828-0b74-4f8c-b6ac-12e259f704cd,Multi-label learning with the RNNs for Fashion Search,Intriguing Properties of Adversarial Examples
5fd77319-7035-4c48-964d-cdc8a2c173ec,Multi-modal Variational Encoder-Decoders,The Variational Homoencoder: Learning to Infer High-Capacity Generative Models from Few Examples
955b875f-e127-4998-b54e-d0b8e1e72d8d,Multi-modal Variational Encoder-Decoders,Pixel Deconvolutional Networks
8157048f-b319-464e-8719-d602718dc95d,Multi-modal Variational Encoder-Decoders,Toward predictive machine learning for active vision
37fd8b6c-0758-45ec-b239-8a6a288515b8,Multi-view Generative Adversarial Networks,TreeQN and ATreeC: Differentiable Tree-Structured Models for Deep Reinforcement Learning
39e84dac-6caa-4ee4-8790-1a45daced428,Multi-view Generative Adversarial Networks,Backpropagation through the Void: Optimizing control variates for black-box gradient estimation
3a05b329-1045-4ca1-ac0d-1aeac5c543a1,Multi-view Generative Adversarial Networks,AmbientGAN: Generative models from lossy measurements
25b15442-bc44-4402-8ece-e26f30dcf03e,Multiagent System for Layer Free Network,Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update
addaf55c-6783-40a7-b003-6c65ca322185,Multiagent System for Layer Free Network,Lifelong Learning with Dynamically Expandable Networks
d06a618b-3991-4b49-a1f7-4674c4416ee4,Multiagent System for Layer Free Network,Lung Tumor Location and Identification with AlexNet and a Custom CNN
7c631364-4446-4956-902d-4c261fff5147,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,Deep Function Machines: Generalized Neural Networks for Topological Layer Expression
7280be1a-19da-47cc-97c8-24cd188902ad,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,Interpretable Classification via Supervised Variational Autoencoders and Differentiable Decision Trees
5ac6deba-34db-4fff-be2b-80db6328a1e6,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses,A Deep Reinforced Model for Abstractive Summarization
472d5e84-90d6-4eb9-bcec-ac085ec6f5dd,NEWSQA: A MACHINE COMPREHENSION DATASET,Adversarial reading networks for machine comprehension
1bf410e9-48cf-4f01-9324-2b5b2f9b1ba7,NEWSQA: A MACHINE COMPREHENSION DATASET,Gated ConvNets for Letter-Based ASR
d4fced54-52f0-490e-a191-7caf16658a5e,NEWSQA: A MACHINE COMPREHENSION DATASET,Latent forward model for Real-time Strategy game planning with incomplete information
fcc0c64b-9dc7-4d66-8ddf-395424dda0cd,Neural Architecture Search with Reinforcement Learning,Unsupervised Representation Learning by Predicting Image Rotations
f5057eae-8a0a-499c-9a00-2524646e55d4,Neural Architecture Search with Reinforcement Learning,Multiscale Hidden Markov Models For Covariance Prediction
246e8832-846f-435e-a38b-828b8d9744ef,Neural Architecture Search with Reinforcement Learning,Parametric Information Bottleneck to Optimize Stochastic Neural Networks
f826fa40-944b-407d-84ba-39d0b8052b50,Neural Causal Regularization under the Independence of Mechanisms Assumption,Parametric Adversarial Divergences are Good Task Losses for Generative Modeling
43644c48-09af-4b17-a8be-52a64458f9b1,Neural Causal Regularization under the Independence of Mechanisms Assumption,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs
2443bb6c-8520-40a2-8959-e1dddf294860,Neural Causal Regularization under the Independence of Mechanisms Assumption,HexaConv
c6e8c0bf-e5ac-4bb5-ab31-afc799a613de,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,Hierarchical Representations for Efficient Architecture Search
002b934d-8c4e-4717-a6b1-91f89be05d53,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,Large Scale Multi-Domain Multi-Task Learning with MultiModel
48ca839a-aaf7-4254-b3c4-16857f96d398,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection
56ab3e57-5598-4571-a0d8-971210720452,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs
ae184fa5-b7ae-42c8-af40-60b3446e609f,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Exploring Deep Recurrent Models with Reinforcement Learning for Molecule Design
453264dc-4918-4aa9-a025-faf43b603ac6,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,Make SVM great again with Siamese kernel for  few-shot learning
8e030072-e646-45bb-a8db-3dd7a72d7fca,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,LatentPoison -- Adversarial Attacks On The Latent Space
1388027d-b213-4431-93f7-48e1a6ebc578,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,Super-Convergence: Very Fast Training of Residual Networks Using Large Learning Rates
0434961f-8b92-4037-b9fe-70ebef6baca1,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,Video Action Segmentation with Hybrid Temporal Networks
5858c9a4-3aee-442b-baa0-68e0735c0481,On Robust Concepts and Small Neural Nets,Ensemble Adversarial Training: Attacks and Defenses
eaaf2cfa-8d26-4916-91c2-b5913815104e,On Robust Concepts and Small Neural Nets,Loss Functions for Multiset Prediction
3b66fc02-6bd7-4d42-b565-ecbe21d08ecd,On Robust Concepts and Small Neural Nets,SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data
fe9df44a-33d8-4380-b66c-ab580f91c84f,Perception Updating Networks: On architectural constraints for interpretable video generative models,Feature Map Variational Auto-Encoders
875d323b-c2b7-4fcb-8ba1-9e034883b0cd,Perception Updating Networks: On architectural constraints for interpretable video generative models,Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization
0faf4bf5-9b6b-4dca-a076-2f7c7d816802,Perception Updating Networks: On architectural constraints for interpretable video generative models,State Space LSTM Models with Particle MCMC Inference
037a628c-7562-4d66-a0d6-4d744c261274,Pruning Convolutional Neural Networks for Resource Efficient Inference,Continuous Convolutional Neural Networks for Image Classification
6470f232-5127-4cde-9a45-ba5f85674181,Pruning Convolutional Neural Networks for Resource Efficient Inference,A Semantic Loss Function for Deep Learning with Symbolic Knowledge
34cd688c-f72c-4324-b531-ecc08116a2bb,Pruning Convolutional Neural Networks for Resource Efficient Inference,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect
e0f5ca2c-6ff6-4a20-bf54-c72e3b0dc1ac,Pruning Filters for Efficient ConvNets,Iterative Deep Compression : Compressing Deep Networks for Classification and Semantic Segmentation
7bdbf513-83f9-4bb7-aa6b-c5239d1ddd47,Pruning Filters for Efficient ConvNets,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension
7390ab71-28f2-4fa8-a4bc-c33f67c6bd6a,Pruning Filters for Efficient ConvNets,Understanding Deep Neural Networks with Rectified Linear Units
0dc44a4d-b9ff-49bc-b150-76a301786b07,Query-Reduction Networks for Question Answering,Small Coresets to Represent Large Training Data for Support Vector Machines
0c847a47-b381-42d5-90c7-6f2b284fcf65,Query-Reduction Networks for Question Answering,Using Deep Reinforcement Learning to Generate Rationales for Molecules
93eb1eba-3876-49f4-bb7d-057ad77f31e7,Query-Reduction Networks for Question Answering,FusionNet: Fusing via Fully-aware Attention with Application to Machine Comprehension
385abbe0-c604-4fa3-8235-b75f42fa3d80,Recurrent Batch Normalization,Comparison of Paragram and GloVe Results for Similarity Benchmarks
043e394f-1112-4329-9e3a-f11eb4046dfd,Recurrent Batch Normalization,Large Scale Multi-Domain Multi-Task Learning with MultiModel
b3f64c0b-7e75-4eeb-a664-d4a3c9807d60,Recurrent Batch Normalization,Challenges in Disentangling Independent Factors of Variation
b65bb574-b85e-45ba-98e8-25226fbadc7c,Recurrent Environment Simulators,Autostacker: an Automatic Evolutionary Hierarchical  Machine Learning System
4aa443ea-63b1-44ee-a60d-5c87bb6b615c,Recurrent Environment Simulators,Dense Recurrent Neural Network with Attention Gate
9fc2611a-b6a2-44d0-a10f-251e02def310,Recurrent Environment Simulators,Learning Dynamic State Abstractions for Model-Based Reinforcement Learning
5a0648bd-ee1f-4d0a-b2e2-a35646f9916a,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Analyzing and Exploiting NARX Recurrent Neural Networks for Long-Term Dependencies
e31436db-8f54-4aa9-9c35-14277adb7507,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Detecting Statistical Interactions from Neural Network Weights
9aebdc05-a9fa-4836-a5db-ac53406e7f7d,Recurrent Neural Networks for Multivariate Time Series with Missing Values,Classifier-to-Generator Attack: Estimation of Training Data Distribution from Classifier
95a8b2dd-e34d-4cd3-8c42-1ba8fd58b7af,Recurrent Normalization Propagation,Shifting Mean Activation Towards Zero with Bipolar Activation Functions
e62e387b-a20b-45ca-b1fa-8058f9f3f28c,Recurrent Normalization Propagation,Bias-Variance Decomposition for Boltzmann Machines
6d0d6ec5-2f37-4ede-a582-938e092e0c6e,Recurrent Normalization Propagation,Weightless: Lossy Weight Encoding For Deep Neural Network Compression
c454b733-9e3b-4eef-a750-87b04c113801,Riemannian Optimization for Skip-Gram Negative Sampling,Word2net: Deep Representations of Language
3d89e730-14df-4551-a9ca-c312705c84ec,Riemannian Optimization for Skip-Gram Negative Sampling,Jointly Learning to Construct and Control Agents using Deep Reinforcement Learning
19deb0fe-3b25-46ee-8f26-fb3d7a9350ac,Riemannian Optimization for Skip-Gram Negative Sampling,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments
e5dfd1b4-379d-400c-8750-2201722ec1c3,Rule Mining in Feature Space,Learning Sparse Neural Networks through L_0 Regularization
662f5c68-3845-46b9-9114-5dd108655bfb,Rule Mining in Feature Space,Non-Autoregressive Neural Machine Translation
791188f9-4d8f-4919-a4d0-8c3bad7f1f28,Rule Mining in Feature Space,Learning Sparse Neural Networks through L_0 Regularization
4512ac9d-8761-445b-926d-e2af49fca13b,SGDR: Stochastic Gradient Descent with Warm Restarts,Large Batch Training of Convolutional Networks with Layer-wise Adaptive Rate Scaling
39cd2495-6734-49a3-993a-21eda41f7447,SGDR: Stochastic Gradient Descent with Warm Restarts,WHAI: Weibull Hybrid Autoencoding Inference for Deep Topic Modeling
312d9721-7150-47fb-88e8-3ce8dc43ea8a,SGDR: Stochastic Gradient Descent with Warm Restarts,N2N learning: Network to Network Compression via Policy Gradient Reinforcement Learning
22c39fea-9e0f-4b36-a77f-a10ca79e795c,Sample Efficient Actor-Critic with  Experience Replay,An Ensemble of Retrieval-Based and Generation-Based Human-Computer Conversation Systems.
66ced6b7-fe4b-48d7-923d-891f3c808fee,Sample Efficient Actor-Critic with  Experience Replay,Maximum a Posteriori Policy Optimisation
22e02c3f-71a3-4e81-832a-55ddbe54fb01,Sample Efficient Actor-Critic with  Experience Replay,Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach
46058e7f-5228-4720-b8b1-6eb6b2b2d0d0,Submodular Sum-product Networks for Scene Understanding,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML
ad27fa17-2b86-448b-8a57-301fcb2f0b13,Submodular Sum-product Networks for Scene Understanding,Monotonic Chunkwise Attention
42d0180d-dea0-4d1d-9bd4-3aad83b85139,Submodular Sum-product Networks for Scene Understanding,Demystifying overcomplete nonlinear auto-encoders: fast SGD convergence towards sparse representation from random initialization
0811e200-ad1f-46ec-bf58-abbdc8b21031,Tensorial Mixture Models,Representing dynamically: An active process for describing sequential data
066987b0-67de-4527-98d9-2a84d7ff3d4f,Tensorial Mixture Models,Expressive power of recurrent neural networks
19edfa7a-2457-40f5-9703-0baf8fc3cd6b,Tensorial Mixture Models,Enhancing the Transferability of Adversarial Examples with Noise Reduced Gradient
de6b1066-2cd4-43f8-a0fc-8af61115e608,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,"MACH: Embarrassingly parallel $K$-class classification in $O(d\log{K})$ memory and $O(K\log{K} + d\log{K})$ time, instead of $O(Kd)$"
fdd6f8a5-ade9-4f99-b653-ce579042caf6,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,APPLICATION OF DEEP CONVOLUTIONAL NEURAL NETWORK TO PREVENT ATM FRAUD BY FACIAL DISGUISE IDENTIFICATION
6fb5270b-cf46-4822-aed0-a111321cb584,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,Learning To Generate Reviews and Discovering Sentiment
5a74fcbc-c754-40c0-bef6-a3f278b6939c,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,Identifying Analogies Across Domains
733a6ef2-3629-49b2-98f6-1379399e2bdc,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,Automatic Parameter Tying in Neural Networks
57ae8f63-22d2-4064-be56-7af60545cc84,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,3C-GAN: AN CONDITION-CONTEXT-COMPOSITE GENERATIVE ADVERSARIAL NETWORKS FOR GENERATING IMAGES SEPARATELY
d615aae7-4de6-44b6-acd0-2affbdcb5ae8,The Power of Sparsity in Convolutional Neural Networks,Log-DenseNet: How to Sparsify a DenseNet
0a7dbabc-e929-4fd0-9eb4-f4cbef938772,The Power of Sparsity in Convolutional Neural Networks,PixelNN: Example-based Image Synthesis
7c403011-7094-4c18-876e-26b5e7151eeb,The Power of Sparsity in Convolutional Neural Networks,SMASH: One-Shot Model Architecture Search through HyperNetworks
12ae04bf-811a-47d5-99af-f850c7b26286,Tighter bounds lead to improved classifiers,Learning to Teach
f5ad1a86-a1c9-4d62-a445-d69ecf8387ab,Tighter bounds lead to improved classifiers,The Implicit Bias of Gradient Descent on Separable Data
d4c2361d-0b55-4d97-adaf-c0019c3f8d3d,Tighter bounds lead to improved classifiers,DLVM: A modern compiler infrastructure for deep learning systems
6ad5d9ad-75bd-4b8d-bb27-3948a94912b5,Towards the Limit of Network Quantization,Lifelong Learning by Adjusting Priors
6dbdc116-def1-49df-809d-7703005f2c46,Towards the Limit of Network Quantization,On the Convergence of Adam and Beyond
5abe2d2d-c8f9-400f-99f8-d0c16964bf07,Towards the Limit of Network Quantization,Weightless: Lossy Weight Encoding For Deep Neural Network Compression
d70f69fe-6abe-42fd-8fa4-e1434a9dd1a0,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect
2d3414b2-2a6c-4ebf-92f6-dce45e84942b,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Covariant Compositional Networks For Learning Graphs
3abec877-9fb9-41b3-9d3a-3ca713d27df0,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples
142a592d-ef03-4ab6-a441-689b01c99349,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Revisiting Bayes by Backprop
0ac29235-47be-4912-8118-26cecf33f2ea,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Influence-Directed Explanations for Deep Convolutional Networks
4cbb0b95-4ef9-462c-8b77-9a59d203ef7f,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Demystifying overcomplete nonlinear auto-encoders: fast SGD convergence towards sparse representation from random initialization
8eaac9a5-5f26-4a8b-92c4-c68b2a51e39f,Understanding Trainable Sparse Coding with Matrix Factorization,BLOCK-DIAGONAL HESSIAN-FREE OPTIMIZATION FOR TRAINING NEURAL NETWORKS
02bc50f9-79e9-46ea-9577-dbac5f93ec6c,Understanding Trainable Sparse Coding with Matrix Factorization,AANN: Absolute Artificial Neural Network
5d2dcddb-84a5-451d-b012-8a789fbb0700,Understanding Trainable Sparse Coding with Matrix Factorization,Multiscale Hidden Markov Models For Covariance Prediction
4eb67ecd-8659-41ce-934e-e05ece9a2668,Unsupervised Cross-Domain Image Generation,Spherical CNNs
7b6cf229-a92b-41ed-a019-9b8c33c26d23,Unsupervised Cross-Domain Image Generation,Data Augmentation Generative Adversarial Networks
86118721-b10a-4baf-9e94-53b19d8ae2b6,Unsupervised Cross-Domain Image Generation,IVE-GAN: Invariant Encoding Generative Adversarial Networks
c06c847c-fd0a-4893-a25e-1ce238592e0f,Unsupervised Pretraining for Sequence to Sequence Learning,Multi-task Learning on MNIST Image Datasets
2d2849b6-3981-443d-987d-d5c8377043bb,Unsupervised Pretraining for Sequence to Sequence Learning,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks
e648dfee-b3c9-4e10-8371-8e762a85421b,Unsupervised Pretraining for Sequence to Sequence Learning,FigureQA: An Annotated Figure Dataset for Visual Reasoning
6cafd1d5-263c-4853-a6b3-a968c86ec5d1,Variational Lossy Autoencoder,An image representation based convolutional network for DNA classification
2dfc2a64-12cd-4aee-b6d4-f2be85272612,Variational Lossy Autoencoder,The Mutual Autoencoder: Controlling Information in Latent Code Representations
1e06f374-7d43-4f4d-9339-8c0601046579,Variational Lossy Autoencoder,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs
db190055-e7cb-46b3-a98c-0869f9d57c78,Variational Recurrent Adversarial Deep Domain Adaptation,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation
35c7ba57-5849-40fa-a2ad-ca6ea8937796,Variational Recurrent Adversarial Deep Domain Adaptation,Adversarially Regularized Autoencoders
59ed05e6-67a8-4336-9145-5dbf0daaa102,Variational Recurrent Adversarial Deep Domain Adaptation,Associative Conversation Model: Generating Visual Information from Textual Information
31f4fb22-c9b5-42c2-b537-8f0df8830c4c,Warped Convolutions: Efficient Invariance to Spatial Transformations,Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play
3aad01e7-2c55-42be-9988-567f38e63cf4,Warped Convolutions: Efficient Invariance to Spatial Transformations,Enhance Word Representation for Out-of-Vocabulary on Ubuntu Dialogue Corpus
4bc05670-fa63-4169-8225-f48caf798951,Warped Convolutions: Efficient Invariance to Spatial Transformations,Parametrizing filters of a CNN with a GAN
54e444a0-52e0-4873-968e-861316f76c53,Words or Characters? Fine-grained Gating for Reading Comprehension,Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction
36978ee9-0e1b-4f4e-b175-ab8e31bd9b39,Words or Characters? Fine-grained Gating for Reading Comprehension,Reinforcement and Imitation Learning for Diverse Visuomotor Skills
ace29ede-50bf-40b1-b0b2-0a07d3df5d19,Words or Characters? Fine-grained Gating for Reading Comprehension,FAST READING COMPREHENSION WITH CONVNETS
